,popultion,zipcode_str,state,county
782,31846,03104,NH,Hillsborough County
783,13954,03106,NH,Merrimack County
784,10384,03109,NH,Hillsborough County
785,21879,03110,NH,Hillsborough County
786,186,03215,NH,Grafton County
787,2392,03216,NH,Merrimack County
788,2159,03217,NH,Grafton County
789,912,03218,NH,Belknap County
790,7371,03220,NH,Belknap County
791,2226,03221,NH,Merrimack County
792,5566,03222,NH,Grafton County
793,3417,03223,NH,Grafton County
794,2203,03224,NH,Merrimack County
795,3633,03225,NH,Belknap County
796,1011,03226,NH,Belknap County
797,1020,03227,NH,Carroll County
798,5601,03229,NH,Merrimack County
799,1385,03230,NH,Merrimack County
800,266,03231,NH,Merrimack County
801,74,03233,NH,Merrimack County
802,4649,03234,NH,Merrimack County
803,8522,03235,NH,Merrimack County
804,2098,03237,NH,Belknap County
805,120,03238,NH,Grafton County
806,1276,03240,NH,Grafton County
807,852,03241,NH,Grafton County
808,4891,03242,NH,Merrimack County
809,1022,03243,NH,Merrimack County
810,8162,03244,NH,Hillsborough County
811,2181,03245,NH,Grafton County
812,16238,03246,NH,Belknap County
813,7103,03249,NH,Belknap County
814,1337,03251,NH,Grafton County
815,6231,03253,NH,Belknap County
816,4072,03254,NH,Carroll County
817,1892,03255,NH,Merrimack County
818,2295,03256,NH,Belknap County
819,4808,03257,NH,Merrimack County
820,2580,03258,NH,Merrimack County
821,305,03259,NH,Carroll County
822,685,03260,NH,Merrimack County
823,4299,03261,NH,Rockingham County
824,920,03262,NH,Grafton County
825,4052,03263,NH,Merrimack County
826,7230,03264,NH,Grafton County
827,2317,03266,NH,Grafton County
828,1223,03268,NH,Merrimack County
829,2982,03269,NH,Belknap County
830,363,03273,NH,Merrimack County
831,11412,03275,NH,Merrimack County
832,8286,03276,NH,Merrimack County
833,2879,03278,NH,Merrimack County
834,749,03279,NH,Grafton County
835,1028,03280,NH,Sullivan County
836,8892,03281,NH,Hillsborough County
837,787,03282,NH,Grafton County
838,953,03284,NH,Sullivan County
839,2000,03285,NH,Grafton County
840,1419,03287,NH,Merrimack County
841,4827,03290,NH,Rockingham County
842,25,03291,NH,Rockingham County
843,84,03293,NH,Grafton County
844,32291,03301,NH,Merrimack County
845,16189,03303,NH,Merrimack County
846,7698,03304,NH,Merrimack County
847,5419,03307,NH,Merrimack County
848,25715,03431,NH,Cheshire County
849,2670,03440,NH,Hillsborough County
850,471,03441,NH,Cheshire County
851,1381,03442,NH,Hillsborough County
852,773,03443,NH,Cheshire County
853,1468,03444,NH,Cheshire County
854,733,03445,NH,Cheshire County
855,6039,03446,NH,Cheshire County
856,2392,03447,NH,Cheshire County
857,731,03448,NH,Cheshire County
858,1832,03449,NH,Hillsborough County
859,951,03450,NH,Cheshire County
860,3985,03451,NH,Cheshire County
861,5337,03452,NH,Cheshire County
862,1935,03455,NH,Cheshire County
863,688,03456,NH,Cheshire County
864,589,03457,NH,Cheshire County
865,6786,03458,NH,Hillsborough County
866,5907,03461,NH,Cheshire County
867,1727,03462,NH,Cheshire County
868,1063,03464,NH,Cheshire County
869,2188,03465,NH,Cheshire County
870,1096,03466,NH,Cheshire County
871,1879,03467,NH,Cheshire County
872,4914,03470,NH,Cheshire County
873,5922,03561,NH,Grafton County
874,10154,03570,NH,Coos County
875,2540,03574,NH,Grafton County
876,132,03575,NH,Coos County
877,3188,03576,NH,Coos County
878,392,03579,NH,Coos County
879,1343,03580,NH,Grafton County
880,3112,03581,NH,Coos County
881,2464,03582,NH,Coos County
882,978,03583,NH,Coos County
883,3699,03584,NH,Coos County
884,2756,03585,NH,Grafton County
885,664,03586,NH,Grafton County
886,1643,03588,NH,Coos County
887,837,03590,NH,Coos County
888,1116,03592,NH,Coos County
889,410,03593,NH,Coos County
890,765,03595,NH,Coos County
891,372,03597,NH,Coos County
892,3026,03598,NH,Coos County
893,437,03601,NH,Sullivan County
894,2853,03602,NH,Cheshire County
895,5328,03603,NH,Sullivan County
896,431,03604,NH,Cheshire County
897,982,03605,NH,Sullivan County
898,438,03607,NH,Sullivan County
899,2505,03608,NH,Cheshire County
900,811,03609,NH,Cheshire County
901,757,03740,NH,Grafton County
902,4137,03741,NH,Grafton County
903,13734,03743,NH,Sullivan County
904,1415,03745,NH,Sullivan County
905,249,03746,NH,Sullivan County
906,4636,03748,NH,Grafton County
907,905,03750,NH,Grafton County
908,479,03751,NH,Sullivan County
909,707,03752,NH,Sullivan County
910,2975,03753,NH,Sullivan County
911,184,03754,NH,Sullivan County
912,10689,03755,NH,Grafton County
913,510,03765,NH,Grafton County
914,9238,03766,NH,Grafton County
915,1754,03768,NH,Grafton County
916,602,03770,NH,Sullivan County
917,952,03771,NH,Grafton County
918,7556,03773,NH,Sullivan County
919,1953,03774,NH,Grafton County
920,1504,03777,NH,Grafton County
921,840,03779,NH,Grafton County
922,486,03780,NH,Grafton County
923,1982,03781,NH,Sullivan County
924,3006,03782,NH,Sullivan County
925,4116,03784,NH,Grafton County
926,2409,03785,NH,Grafton County
927,22297,03801,NH,Rockingham County
928,3375,03809,NH,Belknap County
929,1996,03810,NH,Belknap County
930,6757,03811,NH,Rockingham County
931,639,03812,NH,Carroll County
932,3171,03813,NH,Carroll County
933,2343,03814,NH,Carroll County
934,1259,03816,NH,Carroll County
935,535,03817,NH,Carroll County
936,3485,03818,NH,Carroll County
937,4447,03819,NH,Rockingham County
938,30762,03820,NH,Strafford County
939,1832,03823,NH,Strafford County
940,15934,03824,NH,Strafford County
941,8898,03825,NH,Strafford County
942,2251,03826,NH,Rockingham County
943,3189,03827,NH,Rockingham County
944,2277,03830,NH,Carroll County
945,322,03832,NH,Carroll County
946,21475,03833,NH,Rockingham County
947,6827,03835,NH,Strafford County
948,1324,03836,NH,Carroll County
949,1646,03837,NH,Belknap County
950,1123,03838,NH,Carroll County
951,3914,03839,NH,Strafford County
952,3930,03840,NH,Rockingham County
953,6424,03841,NH,Rockingham County
954,15156,03842,NH,Rockingham County
955,2371,03844,NH,Rockingham County
956,1077,03845,NH,Carroll County
957,1082,03846,NH,Carroll County
958,194,03847,NH,Carroll County
959,6094,03848,NH,Rockingham County
960,1248,03849,NH,Carroll County
961,320,03850,NH,Carroll County
962,3967,03851,NH,Strafford County
963,624,03852,NH,Strafford County
964,542,03853,NH,Carroll County
965,935,03854,NH,Rockingham County
966,2667,03855,NH,Strafford County
967,1526,03856,NH,Rockingham County
968,8953,03857,NH,Rockingham County
969,4787,03858,NH,Rockingham County
970,4480,03860,NH,Carroll County
971,4388,03861,NH,Strafford County
972,4384,03862,NH,Rockingham County
973,1668,03864,NH,Carroll County
974,7620,03865,NH,Rockingham County
975,20866,03867,NH,Strafford County
976,5272,03868,NH,Strafford County
977,2465,03869,NH,Strafford County
978,5310,03870,NH,Rockingham County
979,45,03871,NH,Rockingham County
980,3352,03872,NH,Carroll County
981,6061,03873,NH,Rockingham County
982,8809,03874,NH,Rockingham County
983,1349,03875,NH,Carroll County
984,11821,03878,NH,Strafford County
985,1352,03882,NH,Carroll County
986,110,03883,NH,Carroll County
987,3936,03884,NH,Strafford County
988,7214,03885,NH,Rockingham County
989,2144,03886,NH,Carroll County
990,1946,03887,NH,Strafford County
991,262,03890,NH,Carroll County
992,6185,03894,NH,Carroll County
993,7507,03901,ME,York County
994,2438,03902,ME,York County
995,6318,03903,ME,York County
996,7957,03904,ME,York County
997,1657,03905,ME,York County
998,4687,03906,ME,York County
999,1205,03907,ME,York County
1000,7332,03908,ME,York County
1001,9834,03909,ME,York County
1002,425,03910,ME,York County
1003,64,03911,ME,York County
1004,2551,04001,ME,York County
1005,7422,04002,ME,York County
1006,315,04003,ME,Cumberland County
1007,23127,04005,ME,York County
1008,146,04006,ME,York County
1009,2849,04008,ME,Sagadahoc County
1010,5300,04009,ME,Cumberland County
1011,1388,04010,ME,Oxford County
1012,20497,04011,ME,Cumberland County
1013,3927,04015,ME,Cumberland County
1014,412,04017,ME,Cumberland County
1015,0,04019,ME,Cumberland County
1016,1312,04020,ME,York County
1017,6232,04021,ME,Cumberland County
1018,1054,04022,ME,Oxford County
1019,612,04024,ME,Cumberland County
1020,6118,04027,ME,York County
1021,1547,04029,ME,Cumberland County
1022,2666,04030,ME,York County
1023,8242,04032,ME,Cumberland County
1024,3793,04037,ME,Oxford County
1025,17015,04038,ME,Cumberland County
1026,7630,04039,ME,Cumberland County
1027,3166,04040,ME,Cumberland County
1028,1836,04041,ME,Oxford County
1029,4416,04042,ME,York County
1030,11161,04043,ME,York County
1031,7704,04046,ME,York County
1032,1846,04047,ME,York County
1033,2937,04048,ME,York County
1034,3717,04049,ME,York County
1035,207,04050,ME,Cumberland County
1036,1198,04051,ME,Oxford County
1037,3828,04055,ME,Cumberland County
1038,346,04056,ME,York County
1039,47,04057,ME,Cumberland County
1040,2938,04061,ME,York County
1041,17842,04062,ME,Cumberland County
1042,450,04063,ME,York County
1043,8277,04064,ME,York County
1044,618,04066,ME,Cumberland County
1045,1615,04068,ME,Oxford County
1046,1714,04069,ME,Cumberland County
1047,4960,04071,ME,Cumberland County
1048,19008,04072,ME,York County
1049,16354,04073,ME,York County
1050,19459,04074,ME,Cumberland County
1051,2675,04076,ME,York County
1052,3909,04079,ME,Cumberland County
1053,4489,04083,ME,York County
1054,8099,04084,ME,Cumberland County
1055,1972,04085,ME,Cumberland County
1056,8731,04086,ME,Sagadahoc County
1057,2169,04087,ME,York County
1058,1301,04088,ME,Oxford County
1059,9974,04090,ME,York County
1060,891,04091,ME,Cumberland County
1061,17969,04092,ME,Cumberland County
1062,8124,04093,ME,York County
1063,1185,04095,ME,York County
1064,8502,04096,ME,Cumberland County
1065,3723,04097,ME,Cumberland County
1066,17031,04101,ME,Cumberland County
1067,17833,04102,ME,Cumberland County
1068,30729,04103,ME,Cumberland County
1069,11556,04105,ME,Cumberland County
1070,25633,04106,ME,Cumberland County
1071,9117,04107,ME,Cumberland County
1072,952,04108,ME,Cumberland County
1073,104,04109,ME,Cumberland County
1074,1339,04110,ME,Cumberland County
1075,22943,04210,ME,Androscoggin County
1076,380,04216,ME,Oxford County
1077,2826,04217,ME,Oxford County
1078,1601,04219,ME,Oxford County
1079,3030,04220,ME,Oxford County
1080,925,04221,ME,Oxford County
1081,3918,04222,ME,Androscoggin County
1082,2828,04224,ME,Oxford County
1083,211,04226,ME,Oxford County
1084,32,04227,ME,Oxford County
1085,86,04228,ME,Androscoggin County
1086,313,04231,ME,Oxford County
1087,186,04234,ME,Franklin County
1088,4353,04236,ME,Androscoggin County
1089,185,04237,ME,Oxford County
1090,1641,04238,ME,Oxford County
1091,4720,04239,ME,Franklin County
1092,36277,04240,ME,Androscoggin County
1093,4201,04250,ME,Androscoggin County
1094,4672,04252,ME,Androscoggin County
1095,2109,04253,ME,Androscoggin County
1096,3040,04254,ME,Androscoggin County
1097,676,04255,ME,Oxford County
1098,2967,04256,ME,Androscoggin County
1099,2614,04257,ME,Oxford County
1100,2588,04258,ME,Androscoggin County
1101,3112,04259,ME,Kennebec County
1102,5653,04260,ME,Cumberland County
1103,371,04261,ME,Oxford County
1104,2108,04263,ME,Androscoggin County
1105,1023,04265,ME,Kennebec County
1106,51,04267,ME,Oxford County
1107,4964,04268,ME,Oxford County
1108,6795,04270,ME,Oxford County
1109,0,04271,ME,Oxford County
1110,5528,04274,ME,Androscoggin County
1111,398,04275,ME,Oxford County
1112,5749,04276,ME,Oxford County
1113,6842,04280,ME,Androscoggin County
1114,5134,04281,ME,Oxford County
1115,5744,04282,ME,Androscoggin County
1116,1040,04284,ME,Kennebec County
1117,421,04285,ME,Franklin County
1118,144,04286,ME,Oxford County
1119,3159,04287,ME,Sagadahoc County
1120,2112,04289,ME,Oxford County
1121,1232,04290,ME,Oxford County
1122,1157,04292,ME,Oxford County
1123,4031,04294,ME,Franklin County
1124,25666,04330,ME,Kennebec County
1125,1821,04342,ME,Lincoln County
1126,42,04343,ME,Kennebec County
1127,2873,04344,ME,Kennebec County
1128,11242,04345,ME,Kennebec County
1129,1814,04346,ME,Kennebec County
1130,2385,04347,ME,Kennebec County
1131,3069,04348,ME,Lincoln County
1132,1083,04349,ME,Kennebec County
1133,3601,04350,ME,Kennebec County
1134,2539,04351,ME,Kennebec County
1135,1649,04352,ME,Kennebec County
1136,2239,04353,ME,Lincoln County
1137,1567,04354,ME,Waldo County
1138,2547,04355,ME,Kennebec County
1139,3354,04357,ME,Sagadahoc County
1140,4228,04358,ME,Kennebec County
1141,566,04359,ME,Kennebec County
1142,482,04360,ME,Kennebec County
1143,2552,04363,ME,Kennebec County
1144,5940,04364,ME,Kennebec County
1145,44754,04401,ME,Penobscot County
1146,658,04406,ME,Piscataquis County
1147,192,04408,ME,Hancock County
1148,1241,04410,ME,Penobscot County
1149,1587,04411,ME,Penobscot County
1150,9284,04412,ME,Penobscot County
1151,219,04413,ME,Washington County
1152,1150,04414,ME,Piscataquis County
1153,278,04415,ME,Piscataquis County
1154,5425,04416,ME,Hancock County
1155,267,04417,ME,Penobscot County
1156,1628,04418,ME,Penobscot County
1157,2785,04419,ME,Penobscot County
1158,1309,04421,ME,Hancock County
1159,1397,04422,ME,Penobscot County
1160,728,04424,ME,Washington County
1161,4559,04426,ME,Piscataquis County
1162,2826,04427,ME,Penobscot County
1163,2964,04428,ME,Penobscot County
1164,4744,04429,ME,Penobscot County
1165,1843,04430,ME,Penobscot County
1166,44,04431,ME,Hancock County
1167,1195,04434,ME,Penobscot County
1168,1118,04435,ME,Penobscot County
1169,1049,04438,ME,Waldo County
1170,1981,04441,ME,Piscataquis County
1171,7,04442,ME,Piscataquis County
1172,2403,04443,ME,Piscataquis County
1173,8880,04444,ME,Penobscot County
1174,1540,04448,ME,Penobscot County
1175,1601,04449,ME,Penobscot County
1176,1065,04450,ME,Penobscot County
1177,216,04451,ME,Penobscot County
1178,784,04453,ME,Penobscot County
1179,12,04454,ME,Washington County
1180,922,04455,ME,Penobscot County
1181,2950,04456,ME,Penobscot County
1182,5840,04457,ME,Penobscot County
1183,880,04459,ME,Penobscot County
1184,1145,04460,ME,Penobscot County
1185,3012,04461,ME,Penobscot County
1186,4718,04462,ME,Penobscot County
1187,2986,04463,ME,Piscataquis County
1188,621,04464,ME,Piscataquis County
1189,9210,04468,ME,Penobscot County
1190,2640,04469,ME,Penobscot County
1191,635,04471,ME,Aroostook County
1192,2197,04472,ME,Hancock County
1193,8171,04473,ME,Penobscot County
1194,3689,04474,ME,Penobscot County
1195,482,04475,ME,Penobscot County
1196,1237,04476,ME,Hancock County
1197,318,04478,ME,Somerset County
1198,1372,04479,ME,Piscataquis County
1199,493,04481,ME,Piscataquis County
1200,198,04485,ME,Piscataquis County
1201,953,04487,ME,Penobscot County
1202,1395,04488,ME,Penobscot County
1203,349,04489,ME,Penobscot County
1204,248,04490,ME,Washington County
1205,141,04491,ME,Washington County
1206,167,04492,ME,Washington County
1207,1836,04493,ME,Penobscot County
1208,538,04495,ME,Penobscot County
1209,3824,04496,ME,Waldo County
1210,328,04497,ME,Aroostook County
1211,10888,04530,ME,Sagadahoc County
1212,740,04535,ME,Lincoln County
1213,1962,04537,ME,Lincoln County
1214,1934,04538,ME,Lincoln County
1215,1093,04539,ME,Lincoln County
1216,133,04541,ME,Lincoln County
1217,1866,04543,ME,Lincoln County
1218,639,04544,ME,Lincoln County
1219,1112,04547,ME,Knox County
1220,1018,04548,ME,Sagadahoc County
1221,863,04551,ME,Lincoln County
1222,1674,04553,ME,Lincoln County
1223,916,04554,ME,Lincoln County
1224,1719,04555,ME,Lincoln County
1225,1144,04556,ME,Lincoln County
1226,195,04558,ME,Lincoln County
1227,2029,04562,ME,Sagadahoc County
1228,1391,04563,ME,Knox County
1229,400,04564,ME,Lincoln County
1230,454,04568,ME,Lincoln County
1231,0,04570,ME,Lincoln County
1232,511,04571,ME,Lincoln County
1233,5030,04572,ME,Lincoln County
1234,541,04573,ME,Lincoln County
1235,1515,04574,ME,Knox County
1236,42,04575,ME,Lincoln County
1237,593,04576,ME,Lincoln County
1238,4547,04578,ME,Lincoln County
1239,3069,04579,ME,Sagadahoc County
1240,13555,04605,ME,Hancock County
1241,1200,04606,ME,Washington County
1242,1299,04607,ME,Hancock County
1243,5329,04609,ME,Hancock County
1244,405,04611,ME,Washington County
1245,439,04612,ME,Hancock County
1246,96,04613,ME,Hancock County
1247,2549,04614,ME,Hancock County
1248,839,04616,ME,Hancock County
1249,781,04617,ME,Hancock County
1250,3018,04619,ME,Washington County
1251,1338,04622,ME,Washington County
1252,1048,04623,ME,Washington County
1253,166,04624,ME,Hancock County
1254,43,04625,ME,Hancock County
1255,432,04626,ME,Washington County
1256,1597,04627,ME,Hancock County
1257,701,04628,ME,Washington County
1258,114,04629,ME,Hancock County
1259,1544,04630,ME,Washington County
1260,1390,04631,ME,Washington County
1261,1830,04634,ME,Hancock County
1262,43,04635,ME,Hancock County
1263,141,04637,ME,Washington County
1264,2160,04640,ME,Hancock County
1265,85,04642,ME,Hancock County
1266,967,04643,ME,Washington County
1267,0,04644,ME,Hancock County
1268,59,04645,ME,Knox County
1269,82,04646,ME,Hancock County
1270,516,04648,ME,Washington County
1271,1241,04649,ME,Washington County
1272,214,04650,ME,Hancock County
1273,1816,04652,ME,Washington County
1274,415,04653,ME,Hancock County
1275,3278,04654,ME,Washington County
1276,1103,04655,ME,Washington County
1277,291,04657,ME,Washington County
1278,1569,04658,ME,Washington County
1279,1154,04660,ME,Hancock County
1280,538,04662,ME,Hancock County
1281,998,04664,ME,Hancock County
1282,1135,04666,ME,Washington County
1283,1520,04667,ME,Washington County
1284,1565,04668,ME,Washington County
1285,238,04669,ME,Hancock County
1286,517,04671,ME,Washington County
1287,164,04673,ME,Hancock County
1288,439,04674,ME,Hancock County
1289,219,04675,ME,Hancock County
1290,1048,04676,ME,Hancock County
1291,325,04677,ME,Hancock County
1292,1886,04679,ME,Hancock County
1293,1124,04680,ME,Washington County
1294,1138,04681,ME,Hancock County
1295,84,04683,ME,Hancock County
1296,1605,04684,ME,Hancock County
1297,434,04685,ME,Hancock County
