number_of_fastfood,zipcode,population,state,county,graduate_or_professional,highSchool_or_higher,bachelors_or_higher,median,stdev,lat,lon,clean_mean
1,63121,25276.0,MO,St. Louis County,9.4,87.1,21.0,79359.83,41491.0,38.7101,-90.2948,51802.67
3,63122,38857.0,MO,St. Louis County,29.9,97.5,66.7,116543.0,67107.5,38.578,-90.4164,96131.67
2,63128,29784.0,MO,St. Louis County,14.4,94.7,41.0,71148.5,60475.0,38.5047,-90.3797,83809.5
2,63129,54634.0,MO,St. Louis County,13.2,94.9,37.6,88696.0,64967.0,38.465,-90.3181,99800.33
1,63134,13801.0,MO,St. Louis County,3.4,85.8,12.7,86590.6,35599.4,38.7397,-90.3554,46554.4
1,63135,21512.0,MO,St. Louis County,6.6,90.1,20.7,46505.67,34154.33,38.7509,-90.2973,52498.0
4,63136,44982.0,MO,St. Louis County,3.9,83.4,11.2,34700.33,31396.67,38.7354,-90.2592,38202.33
1,63137,20460.0,MO,St. Louis County,3.5,87.1,12.6,38784.0,35055.5,38.7441,-90.2318,47336.0
6,63139,22072.0,MO,St. Louis city,19.9,92.9,46.6,44258.8,49957.4,38.6138,-90.2912,62077.2
1,63141,19920.0,MO,St. Louis County,38.2,96.6,72.7,300000.0,59953.0,38.6985,-90.4893,120914.0
1,63143,9399.0,MO,St. Louis County,14.6,93.6,39.4,47968.0,43849.5,38.6127,-90.3261,55078.0
1,63144,8796.0,MO,St. Louis County,33.0,98.1,71.1,300000.0,91652.0,38.6225,-90.3545,162436.0
1,63146,29770.0,MO,St. Louis County,26.2,96.8,57.9,54408.5,47244.5,38.6869,-90.4336,63126.0
8,63301,49850.0,MO,St. Charles County,11.1,92.0,30.0,91245.83,45254.5,38.7892,-90.51,63435.17
6,63303,47660.0,MO,St. Charles County,15.0,94.5,40.8,73410.0,55078.5,38.7616,-90.5705,81878.5
5,63304,41278.0,MO,St. Charles County,15.2,96.7,44.9,62243.0,38712.33,38.7063,-90.6525,66724.33
10,63366,48371.0,MO,St. Charles County,10.6,93.4,30.4,63037.0,42591.5,38.8187,-90.7347,69039.5
2,63367,22149.0,MO,St. Charles County,15.3,96.9,44.5,98406.0,64856.0,38.7809,-90.77600000000001,111088.0
7,63368,45967.0,MO,St. Charles County,15.9,96.8,47.4,237967.67,67386.33,38.7511,-90.7174,122154.33
10,63376,73691.0,MO,St. Charles County,12.3,94.9,36.3,128012.75,49740.5,38.7748,-90.631,82529.75
5,63379,24571.0,MO,Lincoln County,5.6,90.6,18.8,172197.0,33613.5,39.0164,-90.9856,49116.5
4,63401,22248.0,MO,Marion County,7.1,87.9,20.6,47510.0,42893.67,39.6919,-91.4432,56971.33
4,63501,21552.0,MO,Adair County,18.1,92.5,34.5,44339.5,45473.25,40.2109,-92.5396,55592.5
1,63552,7836.0,MO,Macon County,5.6,86.1,18.5,27853.0,29722.0,39.691,-92.435,38117.0
5,63601,15858.0,MO,St. Francois County,3.0,81.0,8.9,28590.33,33033.67,37.8377,-90.5659,38863.67
2,63645,11518.0,MO,Madison County,3.5,81.3,12.8,23845.0,36703.0,37.5611,-90.2899,45908.0
1,63670,11079.0,MO,Ste. Genevieve County,5.3,89.9,15.3,212270.67,35251.33,37.9266,-90.0809,56189.33
1,63703,8079.0,MO,Cape Girardeau County,6.5,84.6,17.0,25782.5,36181.0,37.2817,-89.5397,35984.0
2,63755,25319.0,MO,Cape Girardeau County,9.4,91.1,28.6,50185.0,38566.0,37.3745,-89.6382,60898.0
4,63775,16703.0,MO,Perry County,5.3,88.1,16.5,300000.0,43709.0,37.7122,-89.9782,68998.0
1,63801,23293.0,MO,Scott County,7.0,83.5,15.8,29333.4,33487.2,36.8994,-89.5781,40315.6
1,63841,13375.0,MO,Stoddard County,5.8,82.3,15.9,24819.0,37170.0,36.8025,-89.9694,32498.0
1,63857,12749.0,MO,Dunklin County,6.2,76.2,16.5,31887.0,47764.0,36.2467,-90.0208,47137.0
1,63901,35437.0,MO,Butler County,6.8,84.8,16.9,24857.5,24555.0,36.7565,-90.3951,30732.0
2,64014,24788.0,MO,Jackson County,10.7,94.8,34.0,64422.5,42529.0,39.0244,-94.2571,76466.5
1,64015,31385.0,MO,Jackson County,12.2,94.6,35.9,73139.0,58252.5,39.0088,-94.3024,84886.0
5,64024,17189.0,MO,Clay County,4.2,88.8,16.9,47789.67,37796.33,39.3551,-94.2305,54507.33
1,64030,25102.0,MO,Jackson County,7.3,89.0,21.4,41627.0,37549.0,38.8766,-94.5093,49349.5
1,64037,6104.0,MO,Lafayette County,6.7,87.8,21.4,53975.0,38012.0,39.048,-93.6761,53310.0
1,64052,20705.0,MO,Jackson County,3.7,85.4,16.3,40342.0,32512.0,39.0802,-94.4467,45503.5
3,64055,33472.0,MO,Jackson County,7.3,91.7,22.9,61851.0,48652.5,39.056999999999995,-94.4129,71906.0
1,64060,13984.0,MO,Clay County,8.0,95.0,28.8,300000.0,51421.0,39.3955,-94.4277,102024.0
1,64067,5287.0,MO,Lafayette County,6.2,85.3,17.9,41172.5,41273.5,39.1414,-93.7839,54729.5
4,64068,37749.0,MO,Clay County,11.2,93.8,35.4,38754.0,42369.0,39.2322,-94.4479,53848.5
2,64076,8999.0,MO,Lafayette County,4.3,87.3,15.1,65537.0,36701.0,38.9832,-93.9481,66196.0
1,64078,9640.0,MO,Cass County,9.7,91.0,25.6,76549.0,51173.0,38.7239,-94.5428,82428.0
1,64079,14049.0,MO,Platte County,14.0,95.4,36.3,183800.5,54821.5,39.3329,-94.7983,105780.0
1,64083,21790.0,MO,Cass County,14.8,96.8,34.9,300000.0,38481.0,38.8195,-94.4751,78631.0
3,64086,22387.0,MO,Jackson County,13.5,96.9,45.4,300000.0,42464.0,38.9256,-94.3485,76027.0
1,64110,16179.0,MO,Jackson County,19.5,91.6,44.3,57302.0,46271.0,39.027,-94.5692,64282.5
1,64113,12084.0,MO,Jackson County,39.7,98.2,80.3,84047.5,64951.0,39.0001,-94.5845,97077.0
2,64116,15378.0,MO,Clay County,11.0,90.4,29.1,189265.5,51161.0,39.1667,-94.5778,80887.5
1,64117,15017.0,MO,Clay County,6.3,87.2,19.4,44973.0,38150.0,39.1608,-94.5056,54113.0
1,64118,41451.0,MO,Clay County,9.0,91.0,27.2,146692.0,41226.4,39.2149,-94.5775,58335.0
1,64124,9862.0,MO,Jackson County,5.1,60.7,14.3,21243.0,38251.0,39.1127,-94.5424,33411.0
1,64127,14980.0,MO,Jackson County,2.8,71.1,7.2,19475.0,31401.25,39.0878,-94.5426,29510.25
1,64133,34053.0,MO,Jackson County,7.6,92.4,22.1,47086.6,43953.6,39.0132,-94.4419,59438.8
1,64150,3248.0,MO,Platte County,7.8,86.2,25.0,55036.0,49620.0,39.1735,-94.6093,59174.0
1,64151,25919.0,MO,Platte County,14.8,95.2,42.0,59558.0,59752.0,39.2346,-94.6417,76186.0
1,64152,27619.0,MO,Platte County,20.3,96.5,48.4,170410.5,49115.0,39.224000000000004,-94.6902,61458.5
2,64424,4567.0,MO,Harrison County,4.3,80.7,17.1,40913.0,39275.0,40.3521,-94.1147,51578.0
1,64429,13145.0,MO,Clinton County,4.1,86.2,14.4,37171.0,50695.0,39.7274,-94.2473,52892.0
1,64501,12414.0,MO,Buchanan County,4.6,82.1,11.6,300000.0,45426.0,39.7675,-94.8254,69194.0
2,64503,12275.0,MO,Buchanan County,4.4,88.1,16.1,33524.0,34020.0,39.7341,-94.7761,42033.0
1,64506,24574.0,MO,Buchanan County,12.4,90.1,30.6,39979.0,44727.0,39.806999999999995,-94.7913,52195.0
1,64507,13593.0,MO,Buchanan County,4.3,89.8,18.4,50220.0,34098.5,39.7512,-94.838,52731.5
1,64601,12047.0,MO,Livingston County,6.8,86.5,19.9,56968.5,46775.0,39.7469,-93.6004,63468.5
1,64628,5767.0,MO,Linn County,5.8,85.7,13.9,27491.0,52004.0,39.7733,-93.1323,45265.0
2,64683,8193.0,MO,Grundy County,7.9,88.4,20.0,55623.0,40112.0,40.0791,-93.6262,56438.0
3,64701,14248.0,MO,Cass County,4.4,91.6,19.3,40081.5,52607.5,38.6538,-94.3496,56138.0
1,64735,13307.0,MO,Henry County,5.9,87.9,18.6,25330.0,54657.0,38.3724,-93.7835,45818.0
4,64804,35641.0,MO,Jasper County,8.2,90.7,27.8,26937.0,31946.0,37.0687,-94.5741,36489.0
3,64836,23262.0,MO,Jasper County,5.2,79.0,16.4,34757.0,44120.0,37.1678,-94.331,44791.0
2,64850,24254.0,MO,Newton County,5.4,82.6,15.9,126527.33,42108.0,36.8462,-94.3916,50046.33
1,64870,14635.0,MO,Jasper County,6.6,88.4,22.9,40857.5,33957.0,37.1444,-94.4743,45500.5
3,65026,11626.0,MO,Miller County,6.8,83.3,16.0,29094.0,34724.0,38.3562,-92.5437,40113.5
1,65043,10482.0,MO,Callaway County,9.2,90.1,29.0,50098.0,39616.0,38.6432,-92.1558,56917.0
1,65049,6185.0,MO,Camden County,9.7,93.9,31.4,21539.0,16880.0,38.2314,-92.6041,21899.0
1,65065,6883.0,MO,Camden County,10.5,95.3,27.5,300000.0,32439.0,38.1353,-92.6509,50634.0
4,65101,30570.0,MO,Cole County,8.3,89.9,28.0,300000.0,42931.0,38.5315,-92.1598,75156.0
13,65109,38811.0,MO,Cole County,13.4,93.0,36.1,92704.83,43382.5,38.5815,-92.2433,62688.0
1,65201,43104.0,MO,Boone County,21.8,92.5,52.5,30982.33,49172.67,38.949,-92.315,50320.67
1,65240,8389.0,MO,Boone County,8.4,92.3,27.3,53438.0,27244.0,39.1929,-92.1589,47338.0
2,65251,21229.0,MO,Callaway County,6.3,82.4,16.9,26596.5,28352.5,38.8657,-91.9849,35776.0
5,65265,15320.0,MO,Audrain County,5.7,87.6,13.9,56905.0,36826.0,39.1996,-91.9008,60229.0
8,65301,33929.0,MO,Pettis County,6.6,84.0,18.6,25589.0,23681.33,38.7058,-93.2339,32642.67
2,65340,15777.0,MO,Saline County,7.9,83.3,20.9,31970.67,36956.67,39.1056,-93.1637,43382.67
3,65401,32441.0,MO,Phelps County,14.4,87.0,31.9,31394.5,28487.5,37.9449,-91.76299999999999,37763.0
3,65559,8955.0,MO,Phelps County,7.7,86.0,21.9,28344.0,25411.0,37.9962,-91.6145,35922.0
4,65560,14508.0,MO,Dent County,4.5,79.2,12.8,46137.0,33336.0,37.618,-91.6821,48440.0
6,65584,11345.0,MO,Pulaski County,9.7,88.5,29.9,55110.0,44397.0,37.8214,-92.1381,62137.0
1,65605,12189.0,MO,Lawrence County,2.3,80.8,10.2,38141.0,29330.0,36.9713,-93.7318,41173.0
5,65616,25704.0,MO,Taney County,7.1,91.0,21.0,35235.5,42151.5,36.7304,-93.2321,47305.0
2,65714,31937.0,MO,Christian County,11.3,93.3,31.2,66904.0,62530.0,37.0537,-93.3555,82053.0
1,65721,30586.0,MO,Christian County,9.2,91.4,29.8,56020.33,46562.0,37.0172,-93.1962,65566.0
1,65738,18037.0,MO,Greene County,7.6,91.5,23.3,50016.0,48864.0,37.1249,-93.4899,61720.0
1,65775,24915.0,MO,Howell County,7.6,87.1,16.8,28925.0,30050.33,36.7046,-91.9323,37427.0
1,65781,8368.0,MO,Greene County,9.1,91.7,28.7,52191.5,37092.0,37.3218,-93.3982,57598.0
1,65802,45270.0,MO,Greene County,7.5,86.9,22.4,31166.14,39255.29,37.2231,-93.2783,41772.57
3,65803,41576.0,MO,Greene County,6.9,87.1,19.8,36700.0,42899.5,37.3056,-93.2722,48780.0
5,65804,37890.0,MO,Greene County,16.9,95.3,40.6,56119.5,46351.0,37.155,-93.2561,65624.0
2,65807,57350.0,MO,Greene County,9.6,92.5,28.7,47543.67,40329.0,37.1577,-93.3249,55513.67
1,66002,13466.0,KS,Atchison County,8.6,92.3,23.3,39620.0,41246.5,39.5348,-95.1549,48325.0
1,66043,11089.0,KS,Leavenworth County,13.0,89.0,30.2,300000.0,42747.0,39.2888,-94.8284,62894.0
1,66044,28217.0,KS,Douglas County,21.1,93.5,46.2,37042.67,42448.33,38.9698,-95.2472,52111.33
3,66046,19368.0,KS,Douglas County,20.3,93.6,42.1,47739.0,48991.67,38.9207,-95.2277,62250.67
1,66048,35958.0,KS,Leavenworth County,12.3,90.8,27.0,124689.0,46786.0,39.3153,-94.9288,62033.67
3,66049,29132.0,KS,Douglas County,32.2,96.5,61.7,48142.0,49210.0,38.9654,-95.2737,59507.0
2,66061,60652.0,KS,Johnson County,15.0,90.9,42.0,99517.17,55189.83,38.8846,-94.8319,82995.5
1,66101,12481.0,KS,Wyandotte County,3.1,67.0,9.2,15548.33,18677.0,39.1266,-94.6236,21211.0
1,66102,31234.0,KS,Wyandotte County,3.4,67.4,10.5,37307.0,27405.0,39.1146,-94.6682,43102.0
2,66103,13687.0,KS,Wyandotte County,11.4,80.0,30.7,42212.0,40763.67,39.0529,-94.6184,52586.0
1,66111,9702.0,KS,Wyandotte County,5.2,86.1,15.2,55909.0,43917.0,39.0782,-94.8188,62925.0
2,66203,19228.0,KS,Johnson County,8.6,91.7,30.3,172711.5,47153.5,39.0216,-94.7152,64656.0
2,66204,19954.0,KS,Johnson County,14.5,92.3,42.0,66629.5,43010.75,39.0023,-94.6769,73540.25
1,66205,13865.0,KS,Johnson County,25.1,97.7,60.1,56896.5,46957.5,39.0282,-94.6473,70503.0
1,66210,18947.0,KS,Johnson County,21.6,98.2,58.9,194185.0,47068.0,38.9225,-94.7034,79907.5
1,66213,28706.0,KS,Johnson County,27.4,97.9,68.1,116318.0,72666.0,38.8957,-94.7034,122382.0
3,66215,26051.0,KS,Johnson County,18.5,92.9,49.7,103102.67,59595.33,38.9675,-94.7452,109281.33
4,66223,23521.0,KS,Johnson County,27.6,98.7,69.7,133756.0,72348.0,38.8629,-94.6613,139445.0
1,66226,14323.0,KS,Johnson County,22.8,99.4,62.3,128450.0,66893.0,39.0225,-94.8377,136646.5
2,66434,4842.0,KS,Brown County,9.9,93.7,26.9,40360.0,44203.0,39.8596,-95.6255,54646.0
1,66436,5840.0,KS,Jackson County,8.4,94.5,22.8,45937.0,25525.0,39.4671,-95.7221,52132.0
1,66441,28670.0,KS,Geary County,6.5,91.1,20.4,41483.5,39436.0,39.0328,-96.84299999999999,54279.5
1,66442,15136.0,KS,Riley County,4.1,98.2,17.7,39938.0,32167.0,39.11,-96.8096,44638.0
3,66502,45915.0,KS,Riley County,20.6,94.9,46.8,93694.4,36396.4,39.1807,-96.569,51094.4
1,66508,4408.0,KS,Marshall County,8.0,92.1,19.2,55172.0,52282.0,39.9224,-96.5121,63607.0
1,66547,8322.0,KS,Pottawatomie County,11.3,93.6,38.6,45339.0,43484.0,39.1972,-96.3326,58035.0
3,66604,22796.0,KS,Shawnee County,11.9,91.2,31.5,50139.0,40697.0,39.0376,-95.7107,57405.0
2,66605,19883.0,KS,Shawnee County,7.1,85.9,20.8,158236.5,44593.0,39.0096,-95.652,60102.5
1,66612,2594.0,KS,Shawnee County,9.8,88.6,19.6,22708.0,29100.0,39.049,-95.6721,34332.0
1,66713,5533.0,KS,Cherokee County,5.0,87.3,17.1,49119.5,35770.5,37.0249,-94.7484,53538.5
3,66720,11397.0,KS,Neosho County,8.2,90.4,20.5,300000.0,25579.5,37.6201,-95.4841,36270.5
2,66725,5746.0,KS,Cherokee County,10.1,91.1,23.2,37463.0,31777.0,37.1713,-94.8324,45774.0
2,66762,24978.0,KS,Crawford County,12.3,89.0,31.9,34907.0,30720.67,37.4239,-94.7175,40639.0
1,66901,6306.0,KS,Cloud County,10.5,91.4,22.9,33192.0,46361.0,39.4891,-97.5236,44874.0
1,67010,13755.0,KS,Butler County,7.2,92.9,25.8,186945.5,57064.0,37.6592,-96.9506,86534.0
1,67062,4364.0,KS,Harvey County,16.1,97.1,44.8,36725.0,45098.0,38.1074,-97.4335,53824.0
1,67063,3706.0,KS,Marion County,8.7,89.8,28.2,45101.0,41146.0,38.3551,-97.2523,56656.0
1,67104,2622.0,KS,Barber County,8.6,92.8,20.4,45032.0,57918.0,37.3687,-98.6795,66057.0
1,67110,8419.0,KS,Sedgwick County,8.4,94.6,32.1,300000.0,53869.0,37.5157,-97.2064,105877.0
1,67114,21836.0,KS,Harvey County,11.2,89.7,27.6,44401.33,40576.33,38.0424,-97.3448,53785.0
2,67124,8201.0,KS,Pratt County,8.4,92.0,26.4,53650.0,44644.0,37.7376,-98.5988,63708.0
1,67156,14790.0,KS,Cowley County,7.5,89.9,22.0,25808.0,35794.0,37.2675,-96.9588,41202.0
1,67202,1514.0,KS,Sedgwick County,19.8,93.7,41.4,30689.0,32357.0,37.6889,-97.3389,37470.0
5,67206,15955.0,KS,Sedgwick County,26.5,96.2,59.5,106490.0,73467.5,37.7072,-97.2545,111841.0
1,67208,18837.0,KS,Sedgwick County,14.2,91.8,36.2,105187.25,44764.75,37.6968,-97.2835,55938.0
1,67211,19374.0,KS,Sedgwick County,3.4,79.0,12.5,24220.0,28775.75,37.6633,-97.3224,32053.25
1,67213,22988.0,KS,Sedgwick County,3.8,78.5,13.1,30623.5,25085.0,37.6746,-97.3698,32879.0
2,67216,24300.0,KS,Sedgwick County,2.3,80.6,8.9,30804.67,27703.33,37.6249,-97.3018,36962.67
1,67226,18649.0,KS,Sedgwick County,23.3,97.5,56.4,52083.0,45854.0,37.749,-97.2536,61162.0
1,67301,12952.0,KS,Montgomery County,6.9,91.9,21.3,38431.5,38508.5,37.1774,-95.728,48722.0
5,67401,51285.0,KS,Saline County,8.6,89.8,25.6,54889.0,43034.83,38.8305,-97.5839,64218.17
1,67410,10334.0,KS,Dickinson County,7.3,89.4,24.2,41416.5,44319.5,38.9131,-97.21600000000001,52631.0
1,67432,5979.0,KS,Clay County,8.2,91.5,27.0,47547.0,50309.5,39.3631,-97.1481,61484.5
2,67460,15019.0,KS,McPherson County,9.3,94.3,30.3,49024.0,32616.5,38.3695,-97.6692,52869.0
3,67502,23687.0,KS,Reno County,10.3,93.1,30.4,52989.5,57404.0,38.0968,-97.9021,70795.5
1,67701,6423.0,KS,Thomas County,7.8,95.5,24.8,50292.5,52551.5,39.3871,-101.0511,60790.5
1,67801,31011.0,KS,Ford County,5.9,68.5,17.3,128722.33,40985.67,37.7648,-100.0018,51912.33
2,67846,33726.0,KS,Finney County,5.3,70.2,16.9,151448.6,37183.2,37.9866,-100.87899999999999,58292.2
1,68005,23202.0,NE,Sarpy County,9.5,92.3,29.3,49426.0,54676.5,41.1558,-95.8864,71043.0
2,68025,30030.0,NE,Dodge County,6.7,88.7,19.7,62094.0,53531.5,41.4444,-96.4773,71926.75
1,68028,12326.0,NE,Sarpy County,17.1,97.9,48.9,230352.67,48865.0,41.1703,-96.2222,91411.33
2,68046,27073.0,NE,Sarpy County,17.6,96.9,44.1,83495.0,55024.0,41.1384,-96.0662,91754.0
1,68102,6877.0,NE,Douglas County,17.0,88.9,45.0,45572.0,54111.0,41.2539,-95.9313,57227.0
2,68108,15312.0,NE,Douglas County,3.5,63.1,15.3,35284.5,31387.5,41.2337,-95.9281,40909.5
3,68114,17467.0,NE,Douglas County,18.8,96.3,44.3,33346.0,36399.33,41.2613,-96.0386,43680.33
1,68118,9572.0,NE,Douglas County,23.4,98.6,62.6,88711.0,49965.0,41.2703,-96.1484,94652.0
3,68123,30952.0,NE,Sarpy County,15.0,96.2,42.2,115552.0,37129.75,41.1294,-95.9502,64112.5
1,68128,18737.0,NE,Sarpy County,10.7,95.3,34.9,300000.0,31901.0,41.1838,-96.0342,73203.5
1,68133,10953.0,NE,Sarpy County,22.3,96.7,53.4,300000.0,52661.0,41.1536,-95.9955,96297.67
2,68134,29516.0,NE,Douglas County,9.1,92.5,29.7,100612.8,50097.0,41.2862,-96.056,68601.0
2,68137,25651.0,NE,Douglas County,11.1,95.0,32.6,87127.33,36991.17,41.1996,-96.1219,55834.17
2,68164,28155.0,NE,Douglas County,13.8,95.8,43.0,103992.8,42061.4,41.3042,-96.0873,65514.0
2,68305,4130.0,NE,Nemaha County,9.7,93.9,30.9,46453.25,39815.5,40.4084,-95.757,55241.75
4,68310,13927.0,NE,Gage County,5.5,88.5,20.3,125282.67,32332.33,40.2709,-96.7361,43404.67
2,68333,8832.0,NE,Saline County,5.4,78.0,11.7,31143.0,33212.0,40.6481,-96.9668,41442.0
